waveAng,fluxAng
4179.869402,3.0638923971168518e-18
4181.445562,-1.3256546081764222e-18
4183.021722,5.396115027782505e-18
4184.597883,4.275579471641599e-18
4186.174043,-6.625783765192443e-19
4187.750203,-2.7370915425701698e-18
4189.326364,7.660810823133372e-18
4190.902524,1.178519542182419e-18
4192.478684,-1.6231750565573607e-18
4194.054845,-9.084307048225183e-18
4195.631005,2.6938944679658812e-18
4197.207165,9.979243605196545e-19
4198.783326,-1.0226192399005814e-19
4200.359486,5.552244833310971e-18
4201.935646,2.8335254176604604e-18
4203.511807,-6.863727177498898e-19
4205.087967,-4.761958150288506e-18
4206.664127,2.4148705136971555e-18
4208.240288,2.2318652281923448e-18
4209.816448,3.0913879477670705e-18
4211.392608,7.80897895618312e-18
4212.968769,-2.2218133922729973e-19
4214.544929,-5.095009908646275e-18
4216.121089,7.673288821095064e-18
4217.69725,1.6234243327008845e-17
4219.27341,7.277024529093756e-18
4220.84957,-2.7058915366566267e-18
4222.425731,-6.454505376706695e-18
4224.001891,-5.181085694627494e-19
4225.578051,3.8937361162040975e-18
4227.154212,1.586323983288297e-17
4228.730372,9.11984753407554e-18
4230.306532,-7.045032227460457e-20
4231.882693,2.3984133988781553e-18
4233.458853,-2.0278319337089026e-18
4235.035013,-4.904948816936165e-18
4236.611174,-5.4568463289619316e-18
4238.187334,-5.649484795419247e-18
4239.763494,-3.1620732255173134e-18
4241.339655,3.991619917121686e-18
4242.915815,6.246518961419185e-18
4244.491975,3.042942608706106e-18
4246.068136,-1.3166010339464636e-19
4247.644296,2.7380031526900133e-18
4249.220456,3.138303966900524e-18
4250.796617,1.348343902571605e-17
4252.372777,1.3905676974843527e-17
4253.948937,6.805747119560949e-19
4255.525098,6.189701393886788e-18
4257.101258,1.1729294529829236e-18
4258.677418,-1.1491352396572456e-17
4260.253579,-4.517011584577494e-18
4261.829739,6.862057734104369e-18
4263.405899,6.021207378998505e-18
4264.98206,8.737465751275728e-19
4266.55822,5.795677949989569e-19
4268.13438,-3.9851641801889125e-18
4269.710541,-5.235923909284408e-18
4271.286701,-1.551103547587764e-18
4272.862861,1.1983770498016786e-17
4274.439022,8.403224554604161e-18
4276.015182,-2.4622031866197627e-18
4277.591342,-2.7718906637720782e-18
4279.167503,-4.965350539750848e-18
4280.743663,-7.121373951872408e-18
4282.319823,1.8077065749685097e-18
4283.895984,4.3493040854460136e-18
4285.472144,8.33737044797954e-19
4287.048304,1.8750953444413585e-19
4288.624465,9.001602715440989e-20
4290.200625,2.1902079081908657e-18
4291.776785,2.2338541996015585e-18
4293.352946,-5.694197243475361e-18
4294.929106,-5.94254149836368e-18
4296.505266,-2.9067444743317156e-18
4298.081427,-3.168494935224558e-18
4299.657587,1.4431433525791736e-18
4301.233747,8.049522695896383e-18
4302.809908,1.269628349147542e-17
4304.386068,5.06975770428261e-18
4305.962228,-1.9575890819080143e-18
4307.538389,6.865015172767365e-18
